sid,trialid,aoi_id,dwell_time_aoi,n_fix_aoi,sum_fix_dur_aoi,mean_fix_dur_aoi,skipped_aoi,n_fix_first_visit_aoi,first_fix_dur_aoi,first_fix_land_pos_aoi,dwell_time_first_visit_aoi,sum_fix_dur_first_visit_aoi,sum_fix_dur_after_first_visit_aoi,dwell_time_rereading_aoi,n_revisits_aoi
1,3,1,933.3333333333346,56,933.3333333333346,16.66666666666669,0,1,483.3333333333333,1172,483.3333333333333,483.3333333333333,450.0000000000013,450.0000000000013,55
1,3,2,399.99999999999994,24,399.99999999999994,16.666666666666664,0,1,66.66666666666667,1292,66.66666666666667,66.66666666666667,333.33333333333326,333.33333333333326,23
1,3,3,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0
1,3,4,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0
1,3,5,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0
1,3,6,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0
1,3,7,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0
