id,sid,trialid,start_ms,end_ms,duration_ms,fix_x,fix_y,orig_fix_x,orig_fix_y,disp_x,disp_y
1,1,2,0.0,683.3470000000001,683.3333333333334,359,334,359,334,0,0
2,1,2,733.3480000000001,1450.0290000000002,716.6666666666666,354,337,354,337,0,0
3,1,2,1533.364,2150.043,616.6666666666667,356,326,356,326,0,0
